기술검토번호,요청일,영업담당자,제품그룹,Location,고객사,Enduser,담당자
ME23-489,2023-08-03 9:34,이후원(DO_G),Steam Traps,국내,삼성이앤에이(주),PEMEX,박병호
ME23-488,2023-08-03 9:19,권혁미,Other STAP,수출,SPIRAX UAE,SPIRAX UAE,김영민
ME23-487,2023-08-02 13:52,조현지,Steam Traps,국내,한화오션 (주),한화오션 (주),황서원
ME23-486,2023-08-02 10:38,백성윤(인천),Water Treatment,국내,씨제이제일제당(주)인천２공장,씨제이제일제당(주)인천２공장,황규효(PC)
ME23-485,2023-08-02 9:32,남철규,ABCO,국내,주식회사 한신비텍,주식회사 한신비텍,김영민
ME23-484,2023-08-01 16:33,HSE_이재현,Other STAP,국내,한미약품(주)ＧＭＰ평택,한미약품(주)ＧＭＰ평택,김영민
ME23-483,2023-08-01 9:59,장우영,Other STAP,국내,에스티파트너 주식회사,삼성바이오로직스 주식회사,김영민
ME23-482,2023-07-31 14:40,이후원(DO_G),Ancilaries,수출,삼성이앤에이(주),PEMEX,박병호
ME23-481,2023-07-31 9:06,양윤정,Heat Exchanger Packages,국내,비드이앤씨기술사사무소,(주)올품,유명훈
ME23-480,2023-07-29 15:27,EPE_정영호,Steam Traps,국내,씨제이제일제당(주)부산공장,씨제이제일제당(주)부산공장,박병호
ME23-479,2023-07-29 14:55,박기연(대구),ABCO,국내,엘지이노텍(주)구미2공장,엘지이노텍(주)구미2공장,권일태
ME23-478,2023-07-29 13:21,박근국,Other STAP,국내,주식회사 우진이앤씨,OCI SE 주식회사,김영민
ME23-477,2023-07-28 16:56,권혁미,Other STAP,수출,SPIRAX UAE,SPIRAX UAE,김영민
ME23-476,2023-07-28 14:57,장우영,Other STAP,국내,삼성이앤에이(주),삼성바이오로직스 주식회사,김영민
ME23-475,2023-07-27 17:44,박준혁(울산),Steam Traps,국내,(주)야정,S-OIL(주)온산공장,김영민
ME23-474,2023-07-27 14:51,조준만,Steam Traps,수출,삼성물산(주),삼성물산(주),박병호
ME23-473,2023-07-27 14:22,KHP(서부),Condensate Pumps,국내,한화토탈에너지스 주식회사,한화토탈에너지스 주식회사,김영민
ME23-472,2023-07-27 12:09,오영근,Other STAP,국내,예진엔지니어링,롯데베르살리스엘라스토머스(주),김영민
ME23-471,2023-07-27 9:19,CML,Sundry Products,국내,주식회사 오에스엘이엔지,더샾센트럴스타(부산서면),박병호
ME23-470,2023-07-27 8:58,권혁미,PNEL Controls,수출,SPIRAX UAE,SPIRAX UAE,이건호
ME23-469,2023-07-26 15:41,MJK_김언규,PNEL Controls,국내,(주)풍산 안강사업장,(주)풍산 안강사업장,김영민
ME23-468,2023-07-26 13:50,양윤정,Heat Exchanger Packages,국내,비드이앤씨기술사사무소,(주)올품,유명훈
ME23-467,2023-07-26 12:23,이현석,Other STAP,국내,이수건설(주),(No_Tax)롯데케미칼 주식회사 울산2공장,김영민
ME23-466,2023-07-26 10:04,김형욱,Other STAP,국내,삼성이앤에이(주),삼성전자(주)화성,김영민
ME23-465,2023-07-26 8:18,권혁미,Steam Traps,수출,SPIRAX UAE,SPIRAX UAE,김영민
ME23-464,2023-07-25 17:59,이현석,Steam Traps,국내,(주)케이에프엔티,(주)케이에프엔티,김영민
ME23-463,2023-07-25 15:40,조현지,Other STAP,국내,한국가스공사통영기지본부,한국가스공사통영기지본부,김영민
ME23-462,2023-07-25 15:04,박준혁(울산),Desuperheater & TVR,국내,(주)야정,주식회사 덕양케미칼,김영민
ME23-461,2023-07-24 13:06,박준혁(울산),Steam Traps,국내,(주)야정,S-OIL(주)온산공장,김영민
ME23-460,2023-07-24 10:51,조현지,Ancilaries,국내,삼성중공업(주)거제조선소,삼성중공업(주)거제조선소,김영민
ME23-459,2023-07-24 10:53,EMS_이윤희,Heat Exchanger Packages,국내,엘지에너지솔루션 오창공장,엘지에너지솔루션 오창공장,이영훈
ME23-458,2023-07-24 8:47,양윤정,Heat Exchanger Packages,국내,삼신설계,현대자동차 파주연수원,유명훈
ME23-457,2023-07-21 16:40,전대수,Other STAP,국내,정엔지니어링(주),금호미쓰이화학(주),이영훈
ME23-456,2023-07-21 15:28,이현석,Heat Exchanger Packages,국내,컬러스앤이펙츠코리아(주),컬러스앤이펙츠코리아(주),황규효(PC)
ME23-455,2023-07-21 14:29,권혁미,PNEL Controls,수출,SPIRAX SARCO JAPAN,SPIRAX SARCO JAPAN,유명훈
ME23-454,2023-07-21 10:47,이윤석,PNEL Controls,국내,도레이첨단소재 주식회사,도레이첨단소재 주식회사,박병호
ME23-453,2023-07-21 9:21,남철규,ABCO,국내,주식회사 한신비텍,삼성전자(주)평택,김영민
ME23-452,2023-07-20 10:06,이현석,ABCO,국내,효성첨단소재(주) 울산공장,효성첨단소재(주) 울산공장,김영민
ME23-451,2023-07-20 8:34,김원근,Ancilaries,수출,현대중공업(주)-선박,현대중공업(주)-선박,이건호
ME23-450,2023-07-19 16:43,오영근,Desuperheater & TVR,국내,주식회사 범용텍,(No_Tax)롯데케미칼(주)여수1공장,이건호
ME23-446,2023-07-19 16:04,CML,Sundry Products,국내,다원기술,다원기술,박병호
ME23-445,2023-07-19 11:21,권혁미,Other STAP,수출,SPIRAX SARCO SINGAPORE,SPIRAX SARCO SINGAPORE,이영훈
ME23-444,2023-07-19 9:57,오영근,ABCO,국내,예진엔지니어링,한화솔루션(주)여수,김영민
ME23-443,2023-07-18 16:39,지한웅,Heat Exchanger Packages,국내,현대제철 당진공장,현대제철 당진공장,유명훈
ME23-442,2023-07-18 11:35,박기연(대구),Ancilaries,국내,케이에스지앤피주식회사,코오롱인더스트리(주) 구미공장,박병호
ME23-441,2023-07-17 18:37,김형욱,PNEL Controls,국내,쿠리타한수 주식회사,에스케이실트론 주식회사,김영민
ME23-440,2023-07-17 16:43,KHP(서부),Condensate Pumps,국내,(주)정호이앤씨,롯데케미칼 주식회사 대산공장,김영민
ME23-439,2023-07-17 14:56,김규현,PNEL Controls,국내,신성엔지니어링기술연구소,삼성전자(주)평택,유명훈
ME23-438,2023-07-17 11:28,조현지,Steam Traps,국내,비에이치아이주식회사,비에이치아이주식회사,이영훈
ME23-437,2023-07-17 11:27,강호신,Water Treatment,국내,이건에너지주식회사,이건에너지주식회사,황규효(PC)
ME23-436,2023-07-14 18:16,조현지,Steam Traps,국내,삼성중공업(주)거제조선소,삼성중공업(주)거제조선소,이영훈
ME23-435,2023-07-14 10:37,김원근,Ancilaries,국내,(주)제이콘,(주)제이콘,박병호
ME23-434,2023-07-13 17:51,이후원(DO_G),Desuperheater & TVR,국내,(No_Tax)(주)한화건설부문,한화에너지(주) 여수공장,김영민
ME23-433,2023-07-13 13:50,김형욱,PNEL Controls,국내,쿠리타한수 주식회사,삼성전자(주)평택,이영훈
ME23-432,2023-07-12 15:29,김금규,Desuperheater & TVR,국내,에스케이에코플랜트(주),에스케이에코플랜트(주),이건호
ME23-431,2023-07-12 10:57,채민병,Sundry Products,국내,(주)두산건설,(주)두산건설,박병호
ME23-429,2023-07-11 16:52,이현석,Other STAP,국내,동화티엠 주식회사,SK가스 주식회사,이영훈
ME23-428,2023-07-11 13:40,김규현,SI Humidifiers,국내,주식회사 녹색에너지,삼성전자(주)평택,유명훈
ME23-427,2023-07-11 8:18,권혁미,Other STAP,수출,SPIRAX UAE,SPIRAX UAE,이영훈
ME23-426,2023-07-10 22:45,강호신,Water Treatment,국내,팔도진천공장,팔도진천공장,황규효(PC)
ME23-425,2023-07-10 16:54,오영근,Metering,국내,주식회사 제이아이테크,한화에너지(주) 여수공장,김영민
ME23-424,2023-07-10 15:42,권혁미,PNEL Controls,수출,SPIRAX SARCO JAPAN,SPIRAX SARCO JAPAN,유명훈
ME23-423,2023-07-10 14:10,KHP(서부),Condensate Pumps,국내,롯데케미칼 주식회사 대산공장,롯데케미칼 주식회사 대산공장,김영민
ME23-422,2023-07-10 9:29,장우영,"기타(P&ID, etc.)",국내,삼성이앤에이(주),삼성바이오로직스 주식회사,이영훈
ME23-421,2023-07-09 14:59,황태현,Ancilaries,수출,(주)대우건설,나이지리아 국영 석유공사,박병호
ME23-420,2023-07-07 17:09,조현지,Steam Traps,국내,삼성중공업(주)거제조선소,삼성중공업(주)거제조선소,이영훈
ME23-419,2023-07-07 13:53,HGN_박장훈,ABCO,국내,국제백신연구소,국제백신연구소,김영민
ME23-418,2023-07-07 10:59,황수진,Other STAP,국내,(주)우현이앤지,삼성바이오로직스 주식회사,이영훈
ME23-417,2023-07-07 10:25,박근국,Metering,국내,한화에너지(주)군산공장,한화에너지(주)군산공장,김영민
ME23-416,2023-07-06 9:09,박근국,Water Treatment,국내,한국화학연구원,한국화학연구원,황규효(PC)
ME23-415,2023-07-05 11:46,하태욱,Ancilaries,국내,(No_Tax)엘지전자(주)창원２공장,(No_Tax)엘지전자(주)창원２공장,유명훈
ME23-414,2023-07-04 17:50,윤현석,Water Treatment,국내,이건에너지주식회사,이건에너지주식회사,황규효(PC)
ME23-413,2023-07-04 16:02,전대수,Water Treatment,국내,정엔지니어링(주),(No_Tax)금호석유화학(주)여수고무,황규효(PC)
ME23-412,2023-07-04 13:47,장철민,ABCO,수출,씨제이제일제당 (주),씨제이제일제당 (주),김영민
ME23-411,2023-07-04 11:47,김금규,Other STAP,국내,에이치에스효성첨단소재(주)전주공장,에이치에스효성첨단소재(주)전주공장,김영민
ME23-410,2023-07-04 11:42,황태현,Ancilaries,국내,현대건설(주),에쓰-오일 (S-OIL) (주),이영훈
ME23-409,2023-07-03 17:03,이후원(DO_G),Ancilaries,국내,롯데건설(주),롯데지에스화학(주),박병호
ME23-408,2023-07-03 12:43,정연택,ABCO,국내,주식회사 더 금영,엘지에너지솔루션 오창2공장,김영민
ME23-407,2023-06-30 9:17,김민곤,Steam Traps,국내,에이치디현대케미칼주식회사,에이치디현대케미칼주식회사,김영민
ME23-406,2023-06-29 13:15,임현섭,PNEL Controls,국내,삼성바이오로직스 주식회사,삼성바이오로직스 주식회사,유명훈
ME23-405,2023-06-29 10:05,장철민,Steam Traps,국내,유원플랜트,(No_Tax)금호폴리켐(주)여수공장,김영민
ME23-404,2023-06-29 9:12,김민곤,Other STAP,국내,(No_Tax)(주)엘지화학 대산공장,(No_Tax)(주)엘지화학 대산공장,이영훈
ME23-403,2023-06-28 17:24,조현지,Ancilaries,국내,삼성중공업(주)거제조선소,삼성중공업(주)거제조선소,박병호
ME23-402,2023-06-28 11:04,권혁미,PNEL Controls,수출,SPIRAX SARCO JAPAN,SPIRAX SARCO JAPAN,유명훈
ME23-401,2023-06-28 10:30,조준만,Metering,국내,(주)아이앤에스,(주)코엔텍,김영민
ME23-400,2023-06-28 9:27,조준만,Steam Traps,국내,씨지앤대산전력주식회사,씨지앤대산전력주식회사,이영훈
ME23-399,2023-06-28 8:27,오영근,Ancilaries,국내,롯데케미칼(주)여수3공장,롯데케미칼(주)여수3공장,박병호
ME23-398,2023-06-27 12:45,장철민,ABCO,국내,한국미우라공업(주),삼성바이오로직스 주식회사,김영민
ME23-397,2023-06-27 12:37,장철민,ABCO,국내,한국미우라공업(주),삼성디스플레이(천안),김영민
ME23-396,2023-06-27 10:12,이현석,Steam Traps,국내,(No_Tax)에스케이케미칼(주),(No_Tax)에스케이케미칼(주),이영훈
ME23-395,2023-06-27 10:12,이현석,Steam Traps,국내,(No_Tax)에스케이케미칼(주),(No_Tax)에스케이케미칼(주),황서원
ME23-394,2023-06-26 15:55,김민곤,Other STAP,국내,에이치디현대케미칼주식회사,에이치디현대케미칼주식회사,이영훈
ME23-393,2023-06-26 14:01,조준만,PNEL Controls,국내,환경에너지솔루션 주식회사,(주)코엔텍,유명훈
ME23-392,2023-06-26 10:23,권혁미,Other STAP,수출,SPIRAX SARCO THAILAND,SPIRAX SARCO THAILAND,이영훈
ME23-391,2023-06-26 9:39,권혁미,Other STAP,수출,SPIRAX SARCO MALAYSIA,SPIRAX SARCO MALAYSIA,이영훈
ME23-390,2023-06-22 17:09,김원근,ABCO,국내,(No_Tax)금호석유화학(주)울산고무공장,(No_Tax)금호석유화학(주)울산고무공장,김영민
ME23-389,2023-06-22 10:41,박근국,Other STAP,국내,주식회사 우진이앤씨,OCI SE 주식회사,김영민
ME23-388,2023-06-22 9:53,하태욱,PNEL Controls,국내,(주)세아창원특수강,(주)세아창원특수강,김영민
ME23-387,2023-06-21 17:51,이현석,ABCO,국내,(No_Tax)롯데케미칼 주식회사 울산2공장,(No_Tax)롯데케미칼 주식회사 울산2공장,김영민
ME23-386,2023-06-21 10:06,권혁미,Other STAP,수출,SPIRAX UAE,SPIRAX UAE,이영훈
ME23-385,2023-06-21 7:36,HSE_박영록,Other STAP,국내,(주)대웅제약향남공장,(주)대웅제약향남공장,김영민
ME23-384,2023-06-20 17:54,김형욱,PNEL Controls,수출,(주)노무라마이크로사이언스코리아,삼성전자 (미국 오스틴),유명훈
ME23-383,2023-06-20 15:52,권민성,Steam Traps,국내,(No_Tax)(주)실트론,(No_Tax)(주)실트론,이영훈
ME23-382,2023-06-20 15:26,박준혁(울산),ABCO,국내,(주)야정,S-OIL(주)온산공장,김영민
ME23-381,2023-06-20 15:23,정숙현,Water Treatment,국내,(주)탑에너지솔루션,(주)탑에너지솔루션,황규효(PC)
ME23-380,2023-06-20 9:09,양윤정,Heat Exchanger Packages,국내,한울기술사사무소,씨지앤율촌전력(주),유명훈
ME23-379,2023-06-19 17:46,전대수,Ancilaries,국내,(주)하이테크엔지니어링,금호피앤비화학주식회사,박병호
ME23-378,2023-06-19 16:40,김민곤,Other STAP,국내,(No_Tax)(주)엘지화학 대산공장,(No_Tax)(주)엘지화학 대산공장,이영훈
ME23-377,2023-06-19 8:54,HSE_박영록,Other STAP,국내,도드람엘피씨공사,도드람엘피씨공사,김영민
ME23-376,2023-06-16 17:04,박남용,Other STAP,국내,SNT에너지,주식회사 GS구미열병합발전,이영훈
ME23-375,2023-06-16 17:04,박남용,Other STAP,국내,SNT에너지,주식회사 GS구미열병합발전,이영훈
ME23-374,2023-06-16 9:06,권혁미,Steam Traps,수출,SPIRAX UAE,SPIRAX UAE,이영훈
ME23-373,2023-06-15 17:18,조대웅,Sundry Products,국내,장엔지니어링,한국항공우주산업(주),유명훈
ME23-372,2023-06-15 16:50,김형욱,Heat Exchanger Packages,국내,(주)테크윈,(주)테크윈,유명훈
ME23-371,2023-06-15 15:09,권혁미,Other STAP,수출,SPIRAX UAE,SPIRAX UAE,이영훈
ME23-370,2023-06-15 13:12,지한웅,Ancilaries,국내,현대엔지니어링(주),현대엔지니어링(주),김영민
ME23-369,2023-06-15 13:08,조대웅,Sundry Products,국내,(주)김앤드이,학익 SK VIEW,유명훈
ME23-367,2023-06-14 16:59,김민곤,Other STAP,국내,에이치디현대케미칼주식회사,에이치디현대케미칼주식회사,이영훈
ME23-365,2023-06-14 8:40,지한웅,Other STAP,국내,현대로템,현대제철 당진공장,김영민
ME23-364,2023-06-13 17:46,조현지,Steam Traps,국내,비에이치아이주식회사,비에이치아이주식회사,이영훈
ME23-363,2023-06-13 14:24,김민곤,Other STAP,국내,에이치디현대오일뱅크(주),에이치디현대오일뱅크(주),이영훈
ME23-362,2023-06-13 13:45,권혁미,Other STAP,수출,SPIRAX SARCO THAILAND,SPIRAX SARCO THAILAND,이영훈
ME23-361,2023-06-13 13:38,권혁미,Other STAP,수출,SPIRAX SARCO THAILAND,SPIRAX SARCO THAILAND,이영훈
ME23-360,2023-06-13 13:21,박근국,Ancilaries,국내,도레이첨단소재(주)군산공장,도레이첨단소재(주)군산공장,박병호
ME23-359,2023-06-13 9:59,오영근,ABCO,국내,예진엔지니어링,롯데베르살리스엘라스토머스(주),이영훈
ME23-358,2023-06-13 8:26,권혁미,,수출,SPIRAX UAE,SPIRAX UAE,이영훈
ME23-357,2023-06-12 16:36,황수진,ABCO,수출,삼성이앤에이(주),Sarawak Petchem,김영민
ME23-356,2023-06-12 15:20,엄주석,Other STAP,국내,(주)성도이엔지,(주)셀트리온,김영민
ME23-355,2023-06-12 13:56,김기영,Heat Exchanger Packages,국내,삼성전자(주)평택,삼성전자(주)평택,유명훈
ME23-354,2023-06-12 9:56,권순범,Metering,국내,(주)코엔텍,(주)코엔텍,이영훈
ME23-353,2023-06-12 9:21,권혁미,Other STAP,수출,SPIRAX SARCO THAILAND,SPIRAX SARCO THAILAND,이영훈
ME23-352,2023-06-09 17:35,이영훈,PNEL Controls,수출,SPIRAX SARCO JAPAN,SPIRAX SARCO JAPAN,이영훈
ME23-351,2023-06-09 16:40,오영근,Other STAP,국내,한화솔루션(주)여수,한화솔루션(주)여수,이영훈
ME23-350,2023-06-09 8:53,정숙현,Water Treatment,국내,동일플랜트 주식회사,동일플랜트 주식회사,황규효(PC)
ME23-349,2023-06-09 8:53,정숙현,Water Treatment,국내,동일플랜트 주식회사,동일플랜트 주식회사,황규효(PC)
ME23-348,2023-06-08 14:50,정연택,PNEL Controls,국내,삼성이앤에이(주),삼성전자(주)평택,이영훈
ME23-347,2023-06-07 19:14,김원근,Ancilaries,국내,SK엔무브 주식회사,SK엔무브 주식회사,박병호
ME23-346,2023-06-07 18:10,김원근,Condensate Pumps,국내,(No_Tax)이수화학(주)울산공장,(No_Tax)이수화학(주)울산공장,이영훈
ME23-344,2023-06-07 14:36,황태현,Ancilaries,국내,자이씨앤에이 주식회사,(No_Tax)(주)엘지화학 대산공장,박병호
ME23-343,2023-06-07 14:17,이현석,Water Treatment,국내,컬러스앤이펙츠코리아(주),컬러스앤이펙츠코리아(주),황규효(PC)
ME23-342,2023-06-07 11:02,김민곤,Steam Traps,국내,에이치디현대케미칼주식회사,에이치디현대케미칼주식회사,황서원
ME23-341,2023-06-07 10:45,김태호,Sundry Products,국내,영난이엔지(주),영난이엔지(주),박병호
ME23-340,2023-06-07 10:36,조현지,Steam Traps,국내,삼성중공업(주)거제조선소,삼성중공업(주)거제조선소,황서원
ME23-339,2023-06-07 10:22,권혁미,Other STAP,수출,SPIRAX UAE,SPIRAX UAE,이영훈
